Ticket_ID,Property_Cluster,Building_Type,Issue_Category,Maintenance_Type,Asset_Criticality,Priority_Level,Created_Timestamp,First_Response_Timestamp,Resolved_Timestamp,Vendor_ID,Vendor_Tier,SLA_Target_Hours,SLA_Breached,Root_Cause_Tag,Resolution_Time_Hours,Response_Time_Minutes,Delay_Bucket,Vendor_Reliability_Index
TKT-101381,A Campus,Office Tower,Electrical,Emergency,High,High,14-09-2025 19:50,14-09-2025 21:05,58:06.7,V-25,Standard,6,True,Part Unavailable,7.12,75,Minor Delay,0.58
TKT-101382,C Campus,IT Park,Electrical,Emergency,High,High,05-10-2025 02:23,05-10-2025 03:47,54:57.0,V-23,Standard,6,False,Part Unavailable,5.52,84,On Time,0.72
TKT-101383,A Campus,Hospital,Plumbing,Preventive,Medium,Medium,21-10-2025 00:06,21-10-2025 00:48,03:46.4,V-21,Preferred,10,False,Part Unavailable,8.96,42,On Time,0.87
TKT-101384,C Campus,Mall,HVAC,Preventive,Low,Low,11-07-2025 01:44,11-07-2025 03:13,14:15.6,V-20,Standard,8,False,Approval Pending,6.5,89,On Time,0.69
TKT-101385,C Campus,Office Tower,HVAC,Preventive,Medium,Medium,06-07-2025 22:45,07-07-2025 00:28,10:42.1,V-09,Backup,8,False,Repeat Failure,6.41,103,On Time,0.57
TKT-101386,C Campus,Office Tower,Plumbing,Emergency,High,High,24-10-2025 06:21,24-10-2025 07:16,41:14.8,V-05,Preferred,10,True,Part Unavailable,10.33,55,Minor Delay,0.65
TKT-101387,C Campus,Hospital,HVAC,Emergency,High,High,09-12-2025 05:31,09-12-2025 06:15,57:51.5,V-06,Preferred,8,True,Technician Delay,8.45,44,Minor Delay,0.7
TKT-101388,A Campus,Hospital,Access Control,Preventive,Medium,Medium,12-10-2025 12:08,12-10-2025 13:41,20:11.7,V-19,Standard,12,False,Misdiagnosis,6.19,93,On Time,0.72
TKT-101389,B Campus,Mall,HVAC,Preventive,Medium,Medium,05-09-2025 16:00,05-09-2025 17:03,58:50.2,V-23,Preferred,8,False,Misdiagnosis,6.97,63,On Time,0.83
TKT-101390,B Campus,Hospital,Electrical,Preventive,Low,Low,03-11-2025 09:44,03-11-2025 10:45,30:38.6,V-16,Preferred,6,True,Part Unavailable,6.77,61,Minor Delay,0.65
TKT-101391,B Campus,Hospital,Access Control,Emergency,High,High,02-07-2025 11:25,02-07-2025 12:22,15:03.1,V-04,Standard,12,False,Misdiagnosis,7.82,57,On Time,0.67
TKT-101392,C Campus,Office Tower,Elevator,Preventive,Low,Low,10-07-2025 02:31,10-07-2025 03:43,31:43.7,V-07,Backup,4,True,Part Unavailable,4.01,72,Minor Delay,0.38
TKT-101393,B Campus,IT Park,Elevator,Preventive,Medium,Medium,27-08-2025 00:30,27-08-2025 01:44,44:44.4,V-07,Standard,4,False,Part Unavailable,3.24,74,On Time,0.68
TKT-101394,B Campus,IT Park,Plumbing,Preventive,Low,Low,03-12-2025 02:41,03-12-2025 04:08,52:18.1,V-21,Backup,10,False,Approval Pending,6.18,87,On Time,0.58
TKT-101395,B Campus,IT Park,HVAC,Preventive,Medium,Medium,28-11-2025 17:58,28-11-2025 19:05,34:02.4,V-18,Standard,8,False,Misdiagnosis,5.59,67,On Time,0.74
TKT-101396,C Campus,Mall,Electrical,Emergency,High,High,02-07-2025 07:20,02-07-2025 08:07,51:45.7,V-05,Preferred,6,False,Approval Pending,3.51,47,On Time,0.84
TKT-101397,C Campus,Office Tower,Access Control,Preventive,Medium,Medium,12-07-2025 08:01,12-07-2025 08:51,38:51.0,V-06,Preferred,12,False,Misdiagnosis,5.63,50,On Time,0.87
TKT-101398,B Campus,Hospital,HVAC,Preventive,Low,Low,04-09-2025 11:51,04-09-2025 12:38,24:05.0,V-23,Preferred,8,False,Approval Pending,6.54,47,On Time,0.8
TKT-101399,B Campus,Mall,Electrical,Preventive,Medium,Medium,26-07-2025 00:42,26-07-2025 01:46,25:47.0,V-05,Standard,6,True,Approval Pending,7.73,64,Minor Delay,0.59
TKT-101400,A Campus,IT Park,HVAC,Preventive,Medium,Medium,03-12-2025 15:49,03-12-2025 16:38,14:22.7,V-04,Preferred,8,False,Misdiagnosis,5.41,49,On Time,0.84
TKT-101401,B Campus,IT Park,HVAC,Preventive,Medium,Medium,02-07-2025 01:57,02-07-2025 03:17,30:05.1,V-04,Backup,8,False,Repeat Failure,7.54,80,On Time,0.55
TKT-101402,B Campus,Hospital,Electrical,Preventive,Medium,Medium,10-10-2025 21:42,10-10-2025 22:51,25:55.4,V-08,Preferred,6,False,Misdiagnosis,5.72,69,On Time,0.83
TKT-101403,B Campus,Office Tower,Elevator,Emergency,High,High,02-11-2025 21:16,02-11-2025 22:12,44:05.7,V-12,Preferred,4,False,Repeat Failure,3.46,56,On Time,0.85
TKT-101404,A Campus,IT Park,Elevator,Emergency,High,High,12-08-2025 09:59,12-08-2025 11:35,11:17.3,V-05,Standard,4,False,Technician Delay,3.19,96,On Time,0.71
TKT-101405,C Campus,Mall,HVAC,Preventive,Low,Low,30-10-2025 17:37,30-10-2025 18:41,18:00.8,V-16,Standard,8,True,Misdiagnosis,8.68,64,Minor Delay,0.57
TKT-101406,A Campus,Office Tower,HVAC,Preventive,Low,Low,05-07-2025 16:53,05-07-2025 17:57,46:47.4,V-12,Preferred,8,False,Technician Delay,4.88,64,On Time,0.82
TKT-101407,B Campus,Hospital,Electrical,Emergency,High,High,23-11-2025 00:27,23-11-2025 01:35,46:51.6,V-05,Standard,6,False,Misdiagnosis,4.32,68,On Time,0.65
TKT-101408,A Campus,Office Tower,HVAC,Emergency,High,High,22-12-2025 16:40,22-12-2025 17:45,11:17.3,V-21,Preferred,8,False,Part Unavailable,5.51,65,On Time,0.82
TKT-101409,A Campus,IT Park,Plumbing,Preventive,Low,Low,11-11-2025 11:54,11-11-2025 12:37,54:17.3,V-01,Preferred,10,True,Part Unavailable,10.0,43,Minor Delay,0.69
TKT-101410,A Campus,Mall,Plumbing,Preventive,Low,Low,20-10-2025 23:22,21-10-2025 00:28,46:42.7,V-11,Preferred,10,False,Technician Delay,7.4,66,On Time,0.8
TKT-101411,C Campus,IT Park,Plumbing,Emergency,High,High,15-08-2025 21:06,15-08-2025 22:11,39:08.7,V-19,Preferred,10,False,Misdiagnosis,5.54,65,On Time,0.81
TKT-101412,A Campus,Hospital,Plumbing,Preventive,Medium,Medium,30-12-2025 11:18,30-12-2025 12:22,38:32.9,V-06,Standard,10,True,Approval Pending,11.34,64,Minor Delay,0.53
TKT-101413,B Campus,Mall,HVAC,Preventive,Medium,Medium,19-10-2025 21:15,19-10-2025 22:06,29:35.5,V-06,Preferred,8,False,Part Unavailable,5.24,51,On Time,0.82
TKT-101414,C Campus,Office Tower,Plumbing,Preventive,Low,Low,06-08-2025 06:31,06-08-2025 08:07,38:19.6,V-17,Backup,10,False,Misdiagnosis,7.11,96,On Time,0.52
TKT-101415,C Campus,IT Park,HVAC,Emergency,High,High,04-10-2025 05:05,04-10-2025 06:35,50:47.1,V-05,Standard,8,True,Approval Pending,10.75,90,Minor Delay,0.59
TKT-101416,C Campus,IT Park,Plumbing,Preventive,Medium,Medium,02-12-2025 00:44,02-12-2025 01:52,09:17.2,V-09,Standard,10,True,Misdiagnosis,13.42,68,Minor Delay,0.51
TKT-101417,B Campus,Office Tower,HVAC,Preventive,Medium,Medium,06-10-2025 18:17,06-10-2025 19:49,09:50.8,V-22,Backup,8,True,Part Unavailable,13.87,92,Major Delay,0.36
TKT-101418,B Campus,Mall,Plumbing,Preventive,Medium,Medium,01-11-2025 18:37,01-11-2025 20:11,25:59.2,V-07,Backup,10,True,Part Unavailable,15.81,94,Major Delay,0.44
TKT-101419,B Campus,Hospital,Plumbing,Emergency,High,High,27-12-2025 03:22,27-12-2025 04:31,57:47.3,V-06,Standard,10,True,Part Unavailable,11.59,69,Minor Delay,0.56
TKT-101420,C Campus,IT Park,HVAC,Preventive,Medium,Medium,29-11-2025 06:08,29-11-2025 07:17,02:25.3,V-03,Backup,8,True,Part Unavailable,10.89,69,Minor Delay,0.4
TKT-101421,A Campus,Office Tower,HVAC,Preventive,Medium,Medium,04-11-2025 22:43,05-11-2025 00:23,47:54.0,V-16,Standard,8,True,Repeat Failure,10.08,100,Minor Delay,0.58
TKT-101422,A Campus,Office Tower,HVAC,Preventive,Medium,Medium,27-10-2025 04:44,27-10-2025 05:21,38:07.0,V-22,Preferred,8,False,Technician Delay,3.9,37,On Time,0.8
TKT-101423,B Campus,Office Tower,Plumbing,Preventive,Medium,Medium,24-11-2025 03:38,24-11-2025 05:05,32:22.6,V-04,Standard,10,True,Technician Delay,11.89,87,Minor Delay,0.57
TKT-101424,A Campus,IT Park,Electrical,Preventive,Medium,Medium,28-10-2025 21:47,28-10-2025 23:33,51:43.2,V-08,Backup,6,False,Technician Delay,5.07,106,On Time,0.56
TKT-101425,C Campus,Mall,HVAC,Preventive,Medium,Medium,27-08-2025 00:19,27-08-2025 01:40,22:38.5,V-22,Standard,8,False,Technician Delay,6.05,81,On Time,0.7
TKT-101426,C Campus,IT Park,Access Control,Emergency,High,High,26-11-2025 10:10,26-11-2025 12:00,16:10.9,V-05,Backup,12,False,Part Unavailable,10.09,110,On Time,0.54
TKT-101427,A Campus,Hospital,Plumbing,Preventive,Low,Low,30-07-2025 03:38,30-07-2025 04:46,56:47.3,V-12,Preferred,10,True,Repeat Failure,10.3,68,Minor Delay,0.65
TKT-101428,B Campus,IT Park,Electrical,Preventive,Low,Low,04-12-2025 09:15,04-12-2025 10:13,37:34.0,V-25,Standard,6,True,Technician Delay,6.37,58,Minor Delay,0.58
TKT-101429,A Campus,Office Tower,HVAC,Preventive,Medium,Medium,28-07-2025 13:12,28-07-2025 13:59,57:04.9,V-05,Preferred,8,False,Part Unavailable,4.75,47,On Time,0.86
TKT-101430,A Campus,Hospital,HVAC,Preventive,Medium,Medium,20-12-2025 10:51,20-12-2025 12:23,01:43.0,V-06,Standard,8,True,Part Unavailable,10.17,92,Minor Delay,0.52
TKT-101431,A Campus,Office Tower,HVAC,Preventive,Medium,Medium,12-07-2025 17:03,12-07-2025 17:43,24:41.5,V-01,Preferred,8,False,Part Unavailable,7.35,40,On Time,0.83
TKT-101432,A Campus,Mall,HVAC,Preventive,Low,Low,14-12-2025 23:56,15-12-2025 00:59,35:08.3,V-22,Standard,8,False,Approval Pending,7.64,63,On Time,0.65
TKT-101433,C Campus,IT Park,Plumbing,Preventive,Medium,Medium,14-11-2025 03:50,14-11-2025 05:20,23:17.0,V-16,Standard,10,False,Misdiagnosis,6.55,90,On Time,0.65
TKT-101434,C Campus,Office Tower,Plumbing,Emergency,High,High,21-09-2025 04:12,21-09-2025 05:01,22:13.8,V-06,Preferred,10,False,Approval Pending,8.17,49,On Time,0.86
TKT-101435,B Campus,Office Tower,Elevator,Preventive,Medium,Medium,27-07-2025 13:48,27-07-2025 15:26,35:19.0,V-17,Standard,4,False,Repeat Failure,2.78,98,On Time,0.73
TKT-101436,A Campus,Mall,HVAC,Preventive,Medium,Medium,04-12-2025 12:40,04-12-2025 14:12,29:25.9,V-06,Standard,8,True,Repeat Failure,9.81,92,Minor Delay,0.53
TKT-101437,C Campus,IT Park,Access Control,Preventive,Medium,Medium,03-07-2025 13:11,03-07-2025 14:14,47:00.3,V-04,Preferred,12,False,Misdiagnosis,6.6,63,On Time,0.84
TKT-101438,C Campus,IT Park,HVAC,Preventive,Medium,Medium,17-07-2025 09:29,17-07-2025 10:41,33:48.4,V-02,Backup,8,True,Technician Delay,9.07,72,Minor Delay,0.4
TKT-101439,B Campus,Hospital,Plumbing,Preventive,Medium,Medium,28-08-2025 07:12,28-08-2025 07:54,52:19.9,V-18,Preferred,10,False,Technician Delay,8.67,42,On Time,0.81
TKT-101440,C Campus,Hospital,Elevator,Preventive,Low,Low,21-09-2025 16:52,21-09-2025 18:37,20:44.1,V-22,Backup,4,False,Technician Delay,3.47,105,On Time,0.56
TKT-101441,C Campus,Office Tower,Elevator,Preventive,Medium,Medium,07-12-2025 17:31,07-12-2025 18:29,50:09.1,V-03,Preferred,4,False,Part Unavailable,3.31,58,On Time,0.81
TKT-101442,A Campus,Mall,HVAC,Preventive,Low,Low,04-07-2025 16:27,04-07-2025 17:14,53:55.4,V-01,Standard,8,False,Misdiagnosis,4.44,47,On Time,0.73
TKT-101443,A Campus,IT Park,HVAC,Preventive,Medium,Medium,23-10-2025 06:40,23-10-2025 07:41,29:52.3,V-18,Preferred,8,False,Approval Pending,7.82,61,On Time,0.81
TKT-101444,A Campus,Hospital,Plumbing,Emergency,High,High,31-08-2025 04:13,31-08-2025 05:13,13:39.0,V-02,Standard,10,False,Technician Delay,8.0,60,On Time,0.65
TKT-101445,B Campus,Office Tower,Plumbing,Preventive,Medium,Medium,30-11-2025 02:33,30-11-2025 03:56,57:16.9,V-04,Standard,10,False,Part Unavailable,7.39,83,On Time,0.68
TKT-101446,B Campus,Hospital,HVAC,Preventive,Low,Low,18-09-2025 18:52,18-09-2025 19:46,21:12.3,V-08,Preferred,8,True,Misdiagnosis,9.48,54,Minor Delay,0.71
TKT-101447,A Campus,Hospital,Access Control,Emergency,High,High,05-08-2025 12:54,05-08-2025 13:37,10:12.8,V-20,Preferred,12,False,Misdiagnosis,6.26,43,On Time,0.82
TKT-101448,A Campus,IT Park,Access Control,Preventive,Low,Low,02-08-2025 01:37,02-08-2025 02:49,12:46.5,V-18,Standard,12,False,Misdiagnosis,4.59,72,On Time,0.72
TKT-101449,A Campus,IT Park,HVAC,Preventive,Low,Low,11-07-2025 15:57,11-07-2025 17:50,28:37.6,V-18,Backup,8,False,Technician Delay,6.52,113,On Time,0.58
TKT-101450,A Campus,Hospital,HVAC,Emergency,High,High,24-10-2025 15:06,24-10-2025 16:08,50:40.6,V-01,Preferred,8,True,Misdiagnosis,9.74,62,Minor Delay,0.65
TKT-101451,C Campus,Hospital,Electrical,Emergency,High,High,06-07-2025 22:18,06-07-2025 22:52,56:26.7,V-15,Preferred,6,True,Repeat Failure,6.63,34,Minor Delay,0.69
TKT-101452,C Campus,Mall,Plumbing,Preventive,Medium,Medium,07-10-2025 10:04,07-10-2025 10:57,18:30.2,V-16,Preferred,10,False,Repeat Failure,5.23,53,On Time,0.84
TKT-101453,B Campus,IT Park,Elevator,Emergency,High,High,11-12-2025 12:33,11-12-2025 13:15,22:04.1,V-06,Preferred,4,False,Part Unavailable,1.81,42,On Time,0.81
TKT-101454,B Campus,Hospital,HVAC,Preventive,Medium,Medium,25-10-2025 11:44,25-10-2025 13:26,41:34.8,V-22,Backup,8,True,Technician Delay,9.95,102,Minor Delay,0.37
TKT-101455,C Campus,IT Park,Elevator,Preventive,Medium,Medium,09-07-2025 09:01,09-07-2025 10:23,41:42.8,V-12,Standard,4,True,Approval Pending,5.67,82,Minor Delay,0.53
TKT-101456,A Campus,Office Tower,HVAC,Preventive,Medium,Medium,02-11-2025 17:27,02-11-2025 18:27,46:10.4,V-13,Standard,8,False,Part Unavailable,5.31,60,On Time,0.69
TKT-101457,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,05-08-2025 06:54,05-08-2025 08:12,26:32.2,V-13,Backup,6,True,Technician Delay,9.54,78,Major Delay,0.36
TKT-101458,A Campus,Hospital,Elevator,Preventive,Medium,Medium,05-07-2025 23:24,06-07-2025 00:26,27:04.9,V-05,Standard,4,False,Misdiagnosis,2.05,62,On Time,0.72
TKT-101459,B Campus,Mall,Elevator,Preventive,Medium,Medium,23-08-2025 10:36,23-08-2025 11:55,46:39.7,V-13,Standard,4,True,Approval Pending,6.17,79,Major Delay,0.51
TKT-101460,C Campus,Mall,Electrical,Emergency,High,High,18-12-2025 22:39,18-12-2025 23:36,27:32.4,V-19,Preferred,6,False,Part Unavailable,3.8,57,On Time,0.88
TKT-101461,B Campus,IT Park,Elevator,Emergency,High,High,18-07-2025 07:37,18-07-2025 08:26,16:20.2,V-22,Preferred,4,True,Approval Pending,4.65,49,Minor Delay,0.65
TKT-101462,C Campus,Mall,Electrical,Preventive,Medium,Medium,16-11-2025 18:54,16-11-2025 19:50,44:35.7,V-02,Preferred,6,False,Repeat Failure,3.84,56,On Time,0.85
TKT-101463,B Campus,IT Park,Elevator,Preventive,Low,Low,03-09-2025 13:19,03-09-2025 13:50,12:29.1,V-20,Preferred,4,False,Misdiagnosis,3.88,31,On Time,0.88
TKT-101464,B Campus,Hospital,HVAC,Emergency,High,High,17-12-2025 12:40,17-12-2025 13:22,13:43.7,V-24,Preferred,8,False,Misdiagnosis,7.56,42,On Time,0.82
TKT-101465,C Campus,IT Park,Electrical,Preventive,Medium,Medium,25-07-2025 14:49,25-07-2025 15:35,08:48.4,V-01,Preferred,6,False,Approval Pending,5.32,46,On Time,0.83
TKT-101466,B Campus,Mall,Plumbing,Preventive,Medium,Medium,22-08-2025 17:16,22-08-2025 18:06,03:19.9,V-06,Standard,10,True,Part Unavailable,11.78,50,Minor Delay,0.53
TKT-101467,C Campus,Office Tower,Elevator,Preventive,Medium,Medium,15-10-2025 00:08,15-10-2025 01:05,48:48.8,V-20,Preferred,4,False,Technician Delay,2.67,57,On Time,0.81
TKT-101468,B Campus,Hospital,Plumbing,Preventive,Low,Low,13-09-2025 00:20,13-09-2025 01:26,26:44.0,V-22,Preferred,10,False,Technician Delay,5.1,66,On Time,0.89
TKT-101469,A Campus,IT Park,Elevator,Preventive,Medium,Medium,18-11-2025 06:32,18-11-2025 07:40,18:30.4,V-13,Preferred,4,False,Approval Pending,3.77,68,On Time,0.8
TKT-101470,A Campus,Hospital,HVAC,Preventive,Medium,Medium,14-07-2025 16:00,14-07-2025 17:00,15:44.4,V-13,Preferred,8,False,Repeat Failure,4.25,60,On Time,0.86
TKT-101471,B Campus,Hospital,Electrical,Preventive,Medium,Medium,18-09-2025 18:25,18-09-2025 19:55,28:57.3,V-01,Standard,6,False,Repeat Failure,4.06,90,On Time,0.74
TKT-101472,A Campus,Hospital,Elevator,Preventive,Medium,Medium,28-08-2025 00:06,28-08-2025 01:24,29:31.0,V-09,Standard,4,True,Approval Pending,6.39,78,Major Delay,0.5
TKT-101473,C Campus,Office Tower,Electrical,Emergency,High,High,05-10-2025 14:32,05-10-2025 15:43,44:07.2,V-14,Standard,6,True,Part Unavailable,7.2,71,Minor Delay,0.54
TKT-101474,B Campus,Office Tower,Access Control,Preventive,Medium,Medium,13-10-2025 09:00,13-10-2025 10:57,01:21.0,V-17,Backup,12,False,Misdiagnosis,11.01,117,On Time,0.5
TKT-101475,A Campus,Office Tower,Plumbing,Preventive,Medium,Medium,17-08-2025 02:12,17-08-2025 03:05,32:50.3,V-11,Preferred,10,False,Approval Pending,7.34,53,On Time,0.8
TKT-101476,B Campus,IT Park,HVAC,Preventive,Medium,Medium,15-09-2025 23:46,16-09-2025 00:56,45:24.0,V-06,Preferred,8,False,Misdiagnosis,5.98,70,On Time,0.87
TKT-101477,A Campus,Mall,HVAC,Emergency,High,High,27-08-2025 02:39,27-08-2025 03:20,49:59.2,V-13,Preferred,8,True,Repeat Failure,9.17,41,Minor Delay,0.72
TKT-101478,B Campus,IT Park,Plumbing,Preventive,Medium,Medium,06-07-2025 09:19,06-07-2025 10:10,27:55.8,V-09,Standard,10,True,Part Unavailable,14.15,51,Minor Delay,0.51
TKT-101479,C Campus,Office Tower,Access Control,Preventive,Medium,Medium,02-07-2025 04:31,02-07-2025 05:35,48:11.9,V-05,Preferred,12,False,Misdiagnosis,7.29,64,On Time,0.86
TKT-101480,A Campus,Mall,HVAC,Preventive,Low,Low,25-09-2025 05:36,25-09-2025 06:06,55:56.0,V-21,Preferred,8,True,Approval Pending,9.33,30,Minor Delay,0.68
TKT-101481,A Campus,Mall,HVAC,Preventive,Medium,Medium,26-12-2025 13:16,26-12-2025 14:11,33:29.0,V-12,Standard,8,False,Misdiagnosis,4.28,55,On Time,0.65
TKT-101482,C Campus,Office Tower,Plumbing,Preventive,Low,Low,10-07-2025 08:07,10-07-2025 09:06,05:03.0,V-10,Preferred,10,False,Technician Delay,8.95,59,On Time,0.87
TKT-101483,A Campus,Mall,HVAC,Preventive,Low,Low,01-09-2025 23:20,02-09-2025 00:06,53:33.3,V-10,Preferred,8,False,Misdiagnosis,5.55,46,On Time,0.8
TKT-101484,B Campus,Hospital,Plumbing,Emergency,High,High,04-09-2025 17:42,04-09-2025 18:21,41:40.8,V-15,Preferred,10,False,Technician Delay,4.99,39,On Time,0.85
TKT-101485,C Campus,Office Tower,Electrical,Emergency,High,High,26-09-2025 12:38,26-09-2025 13:36,12:47.5,V-06,Preferred,6,False,Repeat Failure,4.57,58,On Time,0.82
TKT-101486,A Campus,IT Park,Access Control,Preventive,Medium,Medium,16-12-2025 11:21,16-12-2025 12:26,15:41.8,V-18,Preferred,12,False,Part Unavailable,4.91,65,On Time,0.89
TKT-101487,A Campus,Office Tower,Plumbing,Preventive,Low,Low,08-12-2025 12:42,08-12-2025 13:14,30:04.3,V-11,Preferred,10,False,Technician Delay,5.79,32,On Time,0.8
TKT-101488,C Campus,Mall,Elevator,Preventive,Medium,Medium,30-10-2025 04:39,30-10-2025 05:23,25:10.1,V-21,Preferred,4,False,Misdiagnosis,1.77,44,On Time,0.8
TKT-101489,A Campus,IT Park,Electrical,Preventive,Medium,Medium,24-09-2025 13:04,24-09-2025 14:19,55:11.4,V-09,Standard,6,False,Repeat Failure,5.85,75,On Time,0.65
TKT-101490,B Campus,Hospital,Electrical,Preventive,Low,Low,22-09-2025 00:16,22-09-2025 00:49,32:58.0,V-07,Preferred,6,False,Misdiagnosis,3.27,33,On Time,0.82
TKT-101491,C Campus,IT Park,Electrical,Preventive,Low,Low,02-11-2025 14:56,02-11-2025 16:39,06:35.6,V-18,Backup,6,True,Part Unavailable,9.17,103,Major Delay,0.37
TKT-101492,C Campus,Hospital,Access Control,Preventive,Low,Low,20-11-2025 18:56,20-11-2025 20:05,33:16.7,V-25,Standard,12,False,Technician Delay,6.62,69,On Time,0.65
TKT-101493,C Campus,IT Park,Elevator,Preventive,Low,Low,31-08-2025 01:41,31-08-2025 02:41,24:24.0,V-13,Preferred,4,False,Repeat Failure,2.72,60,On Time,0.86
TKT-101494,A Campus,IT Park,HVAC,Emergency,High,High,23-11-2025 04:31,23-11-2025 05:40,36:55.3,V-15,Standard,8,True,Approval Pending,9.09,69,Minor Delay,0.57
TKT-101495,C Campus,Mall,Plumbing,Emergency,High,High,19-10-2025 07:07,19-10-2025 08:57,26:03.6,V-06,Backup,10,True,Part Unavailable,16.3,110,Major Delay,0.35
TKT-101496,A Campus,Mall,HVAC,Emergency,High,High,16-12-2025 08:12,16-12-2025 09:29,34:09.6,V-04,Standard,8,True,Repeat Failure,10.36,77,Minor Delay,0.59
TKT-101497,A Campus,Mall,Plumbing,Preventive,Low,Low,20-12-2025 14:52,20-12-2025 15:22,00:30.0,V-17,Preferred,10,False,Misdiagnosis,7.14,30,On Time,0.8
TKT-101498,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,24-07-2025 15:10,24-07-2025 15:40,36:11.7,V-24,Preferred,6,False,Misdiagnosis,5.43,30,On Time,0.86
TKT-101499,C Campus,Hospital,Electrical,Preventive,Medium,Medium,04-11-2025 04:38,04-11-2025 05:38,08:53.8,V-25,Standard,6,False,Part Unavailable,3.51,60,On Time,0.66
TKT-101500,C Campus,Mall,Plumbing,Emergency,High,High,31-08-2025 03:21,31-08-2025 04:40,52:14.1,V-24,Backup,10,False,Misdiagnosis,8.51,79,On Time,0.59
TKT-101501,B Campus,Office Tower,HVAC,Preventive,Low,Low,01-07-2025 16:20,01-07-2025 17:28,13:24.5,V-11,Standard,8,True,Part Unavailable,10.87,68,Minor Delay,0.59
TKT-101502,C Campus,IT Park,Plumbing,Emergency,High,High,23-09-2025 01:13,23-09-2025 02:40,22:57.0,V-03,Standard,10,False,Repeat Failure,6.15,87,On Time,0.65
TKT-101503,A Campus,Mall,Access Control,Preventive,Medium,Medium,01-07-2025 07:23,01-07-2025 08:59,35:58.5,V-20,Standard,12,False,Misdiagnosis,9.21,96,On Time,0.67
TKT-101504,A Campus,IT Park,HVAC,Preventive,Medium,Medium,28-11-2025 02:28,28-11-2025 03:48,35:41.6,V-19,Standard,8,True,Part Unavailable,10.13,80,Minor Delay,0.5
TKT-101505,C Campus,Office Tower,Electrical,Preventive,Low,Low,14-09-2025 10:08,14-09-2025 11:46,37:09.3,V-19,Backup,6,False,Part Unavailable,4.48,98,On Time,0.58
TKT-101506,B Campus,Office Tower,HVAC,Emergency,High,High,09-09-2025 16:45,09-09-2025 17:46,41:33.2,V-13,Backup,8,False,Part Unavailable,7.94,61,On Time,0.59
TKT-101507,C Campus,Mall,Plumbing,Emergency,High,High,05-07-2025 07:49,05-07-2025 08:39,32:02.6,V-19,Standard,10,True,Technician Delay,11.72,50,Minor Delay,0.51
TKT-101508,A Campus,Office Tower,Elevator,Emergency,High,High,28-08-2025 18:48,28-08-2025 19:38,07:28.3,V-03,Standard,4,True,Part Unavailable,5.32,50,Minor Delay,0.52
TKT-101509,B Campus,Hospital,Plumbing,Preventive,Low,Low,31-08-2025 00:59,31-08-2025 01:36,45:48.1,V-20,Preferred,10,False,Repeat Failure,8.77,37,On Time,0.87
TKT-101510,A Campus,IT Park,Plumbing,Emergency,High,High,08-11-2025 16:17,08-11-2025 17:22,31:11.3,V-06,Preferred,10,False,Technician Delay,9.23,65,On Time,0.87
TKT-101511,C Campus,Office Tower,Plumbing,Preventive,Medium,Medium,08-10-2025 11:08,08-10-2025 12:15,02:11.3,V-12,Preferred,10,False,Misdiagnosis,9.89,67,On Time,0.85
TKT-101512,A Campus,IT Park,Elevator,Preventive,Low,Low,06-09-2025 07:19,06-09-2025 08:47,00:45.5,V-19,Standard,4,False,Repeat Failure,3.69,88,On Time,0.72
TKT-101513,A Campus,Hospital,Electrical,Preventive,Medium,Medium,09-12-2025 06:25,09-12-2025 07:10,33:15.5,V-11,Standard,6,False,Approval Pending,3.12,45,On Time,0.68
TKT-101514,B Campus,IT Park,Electrical,Preventive,Medium,Medium,03-08-2025 08:04,03-08-2025 09:02,53:10.3,V-20,Standard,6,False,Repeat Failure,4.81,58,On Time,0.69
TKT-101515,C Campus,Hospital,Electrical,Preventive,Medium,Medium,12-07-2025 08:12,12-07-2025 09:02,19:09.8,V-15,Standard,6,True,Approval Pending,6.11,50,Minor Delay,0.56
TKT-101516,A Campus,Mall,HVAC,Preventive,Medium,Medium,15-07-2025 01:49,15-07-2025 02:58,12:23.0,V-12,Standard,8,True,Technician Delay,10.39,69,Minor Delay,0.51
TKT-101517,C Campus,IT Park,HVAC,Emergency,High,High,23-07-2025 13:23,23-07-2025 14:59,47:48.5,V-22,Backup,8,True,Technician Delay,9.41,96,Minor Delay,0.43
TKT-101518,B Campus,Mall,HVAC,Preventive,Medium,Medium,16-07-2025 16:53,16-07-2025 17:25,41:07.4,V-07,Preferred,8,False,Part Unavailable,7.8,32,On Time,0.89
TKT-101519,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,05-12-2025 05:17,05-12-2025 06:29,31:38.7,V-21,Standard,6,True,Technician Delay,7.23,72,Minor Delay,0.58
TKT-101520,C Campus,Hospital,Electrical,Preventive,Low,Low,16-11-2025 03:15,16-11-2025 04:05,47:25.4,V-18,Preferred,6,False,Technician Delay,3.54,50,On Time,0.8
TKT-101521,A Campus,Office Tower,HVAC,Preventive,Medium,Medium,26-07-2025 12:51,26-07-2025 14:14,43:18.0,V-24,Standard,8,False,Technician Delay,6.86,83,On Time,0.66
TKT-101522,A Campus,Office Tower,Plumbing,Emergency,High,High,04-12-2025 06:30,04-12-2025 07:19,44:14.3,V-02,Preferred,10,True,Misdiagnosis,10.22,49,Minor Delay,0.72
